Campaign,Date,City,Latitude,Longitude,Channel,Device,Ad,Impressions,CTR,Clicks,Daily_Average_CPC,Spend_(GBP),Conversions,Total_conversion value_(GBP),Likes_(Reactions),Shares,Comments
Summer ,8/8/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1035.1,0.011,11,0.94,11,2,36.4,54,2,4
Summer ,8/9/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1192.8,0.008,9,0.98,9,5,58.8,52,9,2
Summer ,8/10/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,593.4,0.009,5,0.16,1,5,51.8,48,12,12
Summer ,8/11/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1086.9,0.010,11,0.49,5,5,109.2,68,15,6
Summer ,8/12/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,424,0.008,3,0.65,2,5,0,37,23,9
Summer ,8/13/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1249.5,0.008,10,0.62,6,2,156.8,44,26,5
Summer ,8/14/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,365.6,0.010,4,0.82,3,8,0,16,17,3
Summer ,8/15/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,156.7,0.008,1,0.23,0,4,0,23,17,8
Summer ,8/16/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,670.2,0.011,8,0.02,0,2,0,29,12,4
Summer ,8/17/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,902.8,0.008,7,0.59,4,7,103.6,38,20,7
Summer ,8/18/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,615.6,0.011,7,0.85,6,6,0,59,9,5
Summer ,8/19/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,819.8,0.012,10,0.02,0,5,49,30,14,1
Summer ,8/20/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,757.3,0.013,10,0.56,6,7,0,30,6,10
Summer ,8/21/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1265.4,0.012,16,0.37,6,5,88.2,19,3,5
Summer ,8/22/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,662,0.011,7,0.13,1,6,84,46,8,6
Summer ,8/23/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1213.9,0.008,10,0.04,0,2,190.4,52,17,1
Summer ,8/24/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1307.9,0.011,14,0.6,8,3,35.7,42,6,3
Summer ,8/25/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1073.4,0.012,13,0.2,3,3,184.8,66,26,1
Summer ,8/26/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1083.6,0.013,14,0.16,2,1,44.1,60,18,11
Summer ,8/27/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,936.1,0.010,9,0.74,7,3,0,61,18,2
Summer ,8/28/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,799.9,0.011,9,0.01,0,3,50.4,40,0,0
Summer ,8/29/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,716.4,0.009,7,0.67,4,3,130.2,28,3,6
Summer ,8/30/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1140.2,0.011,13,0.64,8,4,0,61,5,1
Summer ,8/31/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,579.6,0.012,7,0.17,1,7,155.4,41,2,8
Fall ,9/1/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2639,0.012,33,0.83,27,3,36.4,32,15,8
Fall ,9/2/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2872,0.014,41,0.9,37,2,43,91,18,2
Fall ,9/3/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2365,0.015,36,0.19,7,2,37.1,48,23,13
Fall ,9/4/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2391,0.014,33,0.2,7,2,142.1,52,18,4
Fall ,9/5/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1449,0.014,20,0.56,11,5,80.5,79,26,5
Fall ,9/6/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2416,0.015,37,1.22,45,4,39.9,56,11,12
Fall ,9/7/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2191,0.010,22,0.94,21,4,44.8,43,11,2
Fall ,9/8/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1930,0.013,26,0.03,1,5,116.9,74,9,4
Fall ,9/9/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1976,0.015,30,0.52,16,2,16,84,9,12
Fall ,9/10/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2825,0.011,32,0.71,23,1,81.9,42,21,6
Fall ,9/11/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2806,0.011,30,1.01,31,2,43.4,52,14,10
Fall ,9/12/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1678,0.011,19,0.05,1,4,58.8,25,9,8
Fall ,9/13/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1933,0.012,24,0.72,17,4,39.9,73,3,2
Fall ,9/14/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,3083,0.013,39,0.56,22,3,44.8,92,8,7
Fall ,9/15/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2963,0.012,36,0.61,22,2,42.7,76,24,3
Fall ,9/16/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2209,0.012,27,1.09,30,3,22,61,26,1
Fall ,9/17/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2096,0.011,23,0.38,9,5,68.6,32,23,9
Fall ,9/18/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,3011,0.014,41,0.04,2,4,85.4,20,21,4
Fall ,9/19/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2767,0.015,42,0.75,31,4,41.3,46,14,5
Fall ,9/20/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1896,0.010,20,0.13,3,3,48.3,62,11,10
Fall ,9/21/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1813,0.014,26,0.5,13,5,28,48,29,10
Fall ,9/22/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2551,0.015,39,0.13,5,6,33,34,18,5
Fall ,9/23/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2677,0.014,37,0.32,12,1,168.7,42,14,10
Fall ,9/24/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1671,0.011,18,0.76,14,3,35.7,47,23,11
Fall ,9/25/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2531,0.016,41,0.95,39,6,39.2,46,6,3
Fall ,9/26/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2367,0.012,29,0.87,26,2,39.2,72,9,6
Fall ,9/27/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2059,0.016,33,0.86,28,2,43,80,27,14
Fall ,9/28/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2672,0.013,35,0.15,5,3,95.2,40,8,8
Fall ,9/29/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1755,0.010,17,0.08,1,3,45,72,18,5
Fall ,9/30/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,3031,0.015,46,0.33,15,6,38,42,30,5
Fall ,10/1/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2020,0.015,30,0.9,27,2,77.7,55,21,7
Fall ,10/2/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2820,0.013,36,0.85,31,3,42,60,15,7
Fall ,10/3/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2318,0.011,26,0.09,2,4,45.5,72,9,6
Fall ,10/4/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2696,0.016,44,0.64,28,3,44.8,88,29,6
Fall ,10/5/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2450,0.014,35,0.91,32,3,23,46,9,2
Fall ,10/6/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1388,0.014,19,0.91,17,2,35.7,67,20,13
Fall ,10/7/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1937,0.011,22,0.95,21,3,42,46,21,7
Fall ,10/8/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2047,0.011,22,0.06,1,5,40.6,28,3,8
Fall ,10/9/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1582,0.012,19,0.84,16,3,99.4,32,2,7
Fall ,10/10/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2172,0.012,25,0.34,9,4,34,50,8,8
Fall ,10/11/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1604,0.014,22,0.45,10,1,53.2,40,6,4
Fall ,10/12/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2088,0.014,29,0.17,5,5,29,89,9,12
Fall ,10/13/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2834,0.012,35,0.05,2,5,28,67,17,8
Fall ,10/14/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,3000,0.014,42,0.97,40,2,42,79,21,11
Fall ,10/15/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2632,0.014,37,0.75,28,3,63,59,20,8
Fall ,10/16/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1890,0.012,22,1.08,24,6,71.4,44,23,6
Fall ,10/17/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2260,0.012,28,0.35,10,8,143.5,37,5,2
Fall ,10/18/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2754,0.015,40,0.97,39,7,37.8,29,20,3
Fall ,10/19/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2683,0.013,35,0.35,12,5,175,64,24,7
Fall ,10/20/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2239,0.009,20,0.06,1,7,97.3,47,36,4
Fall ,10/21/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2372,0.011,27,0.55,15,6,163.8,40,23,7
Fall ,10/22/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2813,0.014,38,0.04,2,3,254.8,94,11,4
Fall ,10/23/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2465,0.012,29,0.89,26,3,105.7,52,24,8
Fall ,10/24/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1673,0.010,17,0.12,2,7,149.1,28,17,10
Fall ,10/25/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2458,0.017,41,0.04,2,5,212.1,42,20,3
Fall ,10/26/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2217,0.017,37,1.05,38,3,143.5,78,5,1
Fall ,10/27/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1896,0.012,23,0.52,12,4,133.7,61,24,7
Fall ,10/28/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2267,0.013,30,0.73,22,6,86.8,67,27,9
Fall ,10/29/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,3025,0.013,39,0.34,13,7,43.4,44,35,12
Fall ,10/30/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2134,0.012,25,0.35,9,4,115.5,85,21,4
Fall ,10/31/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2469,0.013,33,0.4,13,3,77.7,61,6,7
Fall ,11/1/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2435,0.014,34,0,0,5,65.8,28,14,9
Fall ,11/2/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2018,0.010,20,0.11,2,5,217,60,27,10
Fall ,11/3/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,3044,0.012,36,0.17,6,4,81.9,36,9,4
Fall ,11/4/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2614,0.013,34,0.08,3,4,162.4,50,30,2
Fall ,11/5/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2111,0.014,29,0.52,15,5,60.2,59,11,6
Fall ,11/6/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2423,0.010,25,0.91,23,7,68.6,22,14,7
Fall ,11/7/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2793,0.013,37,0.74,27,5,74.2,46,24,10
Fall ,11/8/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2026,0.014,29,0.41,12,5,165.9,58,21,10
Fall ,11/9/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2753,0.015,42,0.11,5,4,152.6,71,24,11
Fall ,11/10/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2779,0.010,28,0.49,14,4,172.9,74,3,6
Fall ,11/11/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2682,0.014,38,0.8,30,6,235.2,68,20,5
Fall ,11/12/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1484,0.015,23,0.74,17,7,253.4,66,18,6
Fall ,11/13/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2098,0.014,30,0.01,0,4,49,36,18,5
Fall ,11/14/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2284,0.013,30,1.01,30,7,86.8,77,15,11
Fall ,11/15/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2287,0.013,29,0.94,27,3,121.1,71,14,14
Fall ,11/16/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2101,0.013,28,1.11,31,2,249.9,92,6,12
Fall ,11/17/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2111,0.015,31,0.9,28,2,205.8,41,14,6
Fall ,11/18/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,3162,0.012,37,0.94,35,3,168.7,77,20,2
Fall ,11/19/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2819,0.009,26,0.51,13,7,113.4,47,9,4
Fall ,11/20/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2130,0.012,25,0.18,5,2,94.5,55,24,12
Fall ,11/21/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2798,0.016,45,0.1,4,3,110.6,56,21,2
Fall ,11/22/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2163,0.016,35,0.29,10,4,161,96,15,13
Fall ,11/23/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2202,0.017,36,0.45,16,4,44.1,50,14,10
Fall ,11/24/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1839,0.013,24,0.16,4,6,74.2,73,12,8
Fall ,11/25/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2752,0.015,41,0.01,0,6,89.6,52,20,12
Fall ,11/26/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1755,0.014,25,0.74,18,6,256.2,34,17,7
Fall ,11/27/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1700,0.011,19,1.08,20,8,67.9,82,33,10
Fall ,11/28/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2106,0.014,29,0.31,9,3,277.9,74,27,9
Fall ,11/29/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1938,0.015,29,0.1,3,4,98.7,46,24,8
Fall ,11/30/2023,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1787,0.013,24,0.47,11,3,69.3,74,24,8
Spring ,3/1/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2005.4,0.013,26,0.1,3,4,43.4,60,15,10
Spring ,3/2/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1547.4,0.015,23,0.53,12,6,212.8,34,12,8
Spring ,3/3/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1949.2,0.013,26,0.15,4,6,196,55,0,12
Spring ,3/4/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2068.6,0.011,23,0.12,3,6,51.8,7,3,9
Spring ,3/5/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2577,0.016,41,0.55,23,6,44.8,65,8,3
Spring ,3/6/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2267.4,0.016,36,0.46,17,5,94.5,60,9,10
Spring ,3/7/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2867.2,0.016,47,0.54,25,6,86.8,24,5,5
Spring ,3/8/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1741.2,0.014,24,0.22,5,3,0,40,17,3
Spring ,3/9/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2443,0.015,37,0.14,5,7,0,50,11,7
Spring ,3/10/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2532.6,0.017,44,0.49,22,7,187.6,44,0,8
Spring ,3/11/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2481.8,0.014,34,0.91,31,7,67.2,13,5,9
Spring ,3/12/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2023,0.008,17,0.52,9,5,100.8,40,9,3
Spring ,3/13/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2028.4,0.016,33,1.06,35,3,108.5,46,14,10
Spring ,3/14/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2598.2,0.015,39,0.52,20,4,37.8,38,8,5
Spring ,3/15/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2074.6,0.015,32,0.06,2,9,44.1,1,0,7
Spring ,3/16/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1668.2,0.013,22,0.61,14,8,46,18,2,3
Spring ,3/17/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2514.8,0.010,25,0.67,17,3,92.4,6,2,12
Spring ,3/18/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2684.6,0.013,34,0.84,29,7,0,41,5,9
Spring ,3/19/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2664.2,0.014,38,0.13,5,4,50.4,41,8,3
Spring ,3/20/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2885,0.015,42,0.83,35,6,49,14,11,1
Spring ,3/21/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2097.8,0.015,32,0.66,21,5,37,2,6,4
Spring ,3/22/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2214.2,0.010,22,0.12,3,7,238,60,2,12
Spring ,3/23/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2369.8,0.015,35,0.28,10,7,92.4,30,11,2
Spring ,3/24/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2310,0.014,33,0.8,26,5,280,13,2,1
Spring ,3/25/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2423.6,0.013,31,0.75,23,3,120.4,49,0,4
Spring ,3/26/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2087,0.010,22,0.26,6,5,218.4,7,0,12
Spring ,3/27/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1544.6,0.012,19,0.16,3,3,154,8,2,8
Spring ,3/28/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1547.2,0.011,17,0.26,4,7,156.8,14,12,10
Spring ,3/29/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2687.6,0.017,47,0.19,9,6,51.1,38,8,5
Spring ,3/30/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2364.8,0.014,33,0.66,21,4,151.2,6,3,6
Spring ,3/31/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1649,0.015,24,0.14,3,6,49,58,2,10
Spring ,4/1/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2622.6,0.012,33,0.71,23,4,145.6,11,15,9
Spring ,4/2/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1977.2,0.013,25,1.06,27,7,0,68,2,10
Spring ,4/3/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2299.6,0.013,30,0.62,19,7,35.7,66,3,4
Spring ,4/4/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1789.8,0.011,19,0.13,2,2,190.4,8,17,12
Spring ,4/5/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2076.4,0.014,29,0.15,4,6,170.8,8,14,12
Spring ,4/6/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2326.4,0.012,29,0.61,17,3,47.6,56,11,5
Spring ,4/7/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2376.8,0.014,34,0.13,4,4,71.4,18,0,7
Spring ,4/8/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2420,0.015,37,0.05,2,6,42.7,42,14,11
Spring ,4/9/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2654,0.013,34,0.42,14,2,159.6,60,5,8
Spring ,4/10/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2556.6,0.013,33,0.73,24,9,77,70,11,5
Spring ,4/11/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1950,0.017,34,0.51,17,5,238,32,0,10
Spring ,4/12/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1652.4,0.018,29,0.12,3,8,224,16,14,5
Spring ,4/13/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2046.4,0.015,31,0.27,8,6,110.6,10,3,6
Spring ,4/14/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1740,0.016,28,0.73,20,9,46,38,5,4
Spring ,4/15/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2300.8,0.013,30,0.71,21,8,155.4,32,14,9
Spring ,4/16/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2226.2,0.014,31,0.01,0,7,45,32,8,8
Spring ,4/17/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1433,0.010,14,0.31,4,1,36.4,36,3,14
Spring ,4/18/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2035.4,0.014,29,0.38,11,2,22,53,3,12
Spring ,4/19/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2536.4,0.012,30,0.76,23,4,40.6,80,3,6
Spring ,4/20/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1642.4,0.014,23,0.14,3,5,240.1,53,9,5
Spring ,4/21/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1707.6,0.017,29,0.26,8,6,148.4,44,21,11
Spring ,4/22/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1543.4,0.011,17,0.32,5,3,54.6,30,8,9
Spring ,4/23/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1634.4,0.014,22,0.52,11,3,100.8,73,5,3
Spring ,4/24/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1563.2,0.016,24,0.74,18,8,22,23,18,6
Spring ,4/25/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2553.2,0.016,42,0.2,8,4,123.2,53,20,12
Spring ,4/26/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1768.6,0.017,30,1.03,31,7,93.8,77,6,4
Spring ,4/27/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2495.6,0.013,33,0.07,2,4,103.6,26,11,8
Spring ,4/28/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1567.6,0.014,22,0.29,6,4,227.5,70,11,13
Spring ,4/29/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1862.4,0.017,31,1.05,33,4,26,79,12,11
Spring ,4/30/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2095,0.015,32,0.55,17,6,11,42,9,2
Spring ,5/1/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2287.6,0.017,40,0.7,28,6,71.4,80,9,11
Spring ,5/2/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1572.2,0.012,19,0.82,16,5,39.2,68,12,10
Spring ,5/3/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1899,0.013,24,1.08,26,6,49,37,6,13
Spring ,5/4/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2828.2,0.014,39,0.07,3,4,36,18,20,9
Spring ,5/5/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2573.2,0.011,28,1.18,33,4,229.6,34,3,5
Spring ,5/6/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2348.4,0.013,31,0.18,6,6,64.4,12,15,3
Spring ,5/7/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1443,0.011,16,0.18,3,4,69.3,79,12,6
Spring ,5/8/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1769.8,0.015,27,1.06,29,4,62.3,85,14,11
Spring ,5/9/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1824.2,0.010,19,0.04,1,2,112.7,10,17,12
Spring ,5/10/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1685.4,0.018,30,0.73,22,3,27,4,5,12
Spring ,5/11/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2548.6,0.015,38,0.78,30,2,153.3,29,17,6
Spring ,5/12/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2367.2,0.014,34,0.62,21,4,57.4,35,8,8
Spring ,5/13/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2416.2,0.016,40,1.1,44,4,36.4,49,3,11
Spring ,5/14/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2769.8,0.015,43,0.54,23,6,12,74,20,1
Spring ,5/15/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2197.6,0.013,29,0.33,9,6,44.1,46,9,10
Spring ,5/16/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2391.8,0.012,28,0.44,12,3,35.7,24,9,5
Spring ,5/17/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1769.6,0.015,27,1.08,29,4,99.4,32,3,4
Spring ,5/18/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2034.6,0.015,30,0.29,9,8,156.8,42,11,14
Spring ,5/19/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2208.8,0.014,31,0.06,2,5,45.5,37,18,10
Spring ,5/20/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2099.8,0.011,24,0.13,3,4,57.4,41,11,13
Spring ,5/21/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2082.8,0.016,33,0.01,0,6,67.9,46,24,8
Spring ,5/22/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1976.8,0.018,36,0.8,29,4,133,85,6,6
Spring ,5/23/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,1753.2,0.017,30,0.99,29,7,210,41,12,2
Spring ,5/24/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2215,0.016,34,0.32,11,2,92.4,8,15,3
Spring ,5/25/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2811.6,0.016,44,1.08,47,4,135.8,23,17,10
Spring ,5/26/2023,London,51.50735,-0.12776,Instagram,Mobile,Collection,2056.4,0.012,25,0.38,10,5,53.2,36,5,11
